Year (coverage),Source Folder,Source File,Area,Risk-assessed Population,With history of smoking (Female),With history of smoking (Male),Binge Drinkers (Female),Binge Drinkers (Male),With Insufficient Physical Activity (Female),With Insufficient Physical Activity (Male),Consumed Unhealthy Diet (Female),Consumed Unhealthy Diet (Male),Overweight (Female),Overweight (Male),Obese (Female),Obese (Male)
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Malabon,7356,91,165,600,568,224,125,123,91,892,400,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Navotas,5121,74,157,80,207,593,399,392,258,347,250,354,226
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Valenzuela,18566,17,69,7,14,0,0,0,0,769,501,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Caloocan,24006,60,124,169,252,1410,685,1131,636,695,293,690,341
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Marikina,2476,35,91,38,93,397,244,286,209,172,93,275,165
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Pasig,23710,248,629,292,847,0,0,0,0,3475,2751,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Pateros,1882,1,16,2,17,23,17,23,15,18,10,29,24
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Taguig,38370,66,131,508,973,1471,1084,1036,769,1014,637,825,591
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Quezon City,98048,172,309,240,419,2495,1621,1027,817,958,621,1404,825
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Makati,7048,48,126,55,70,983,530,319,210,368,254,824,473
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Mandaluyong,9277,73,109,79,167,782,368,426,239,648,457,429,208
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of San Juan,3935,44,41,43,89,312,136,131,45,622,313,154,78
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Manila,34936,56,137,87,268,1336,1314,1119,765,667,479,532,438
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Las Piñas,12504,249,582,219,523,1294,1053,1079,987,663,530,502,298
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Muntinlupa,4997,55,64,39,72,0,0,0,0,622,301,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Parañaque,8472,13,26,9,18,230,144,177,127,112,58,78,53
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Pasay City,6052,17,30,31,29,159,95,121,50,68,31,97,46
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,CAR,85502,715,2068,703,2390,0,0,0,0,3689,3116,5885,3914
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Abra,14704,277,525,208,547,0,0,0,0,361,313,1857,1108
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Apayao,7662,47,150,38,220,0,0,0,0,237,245,187,150
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Benguet,22648,171,533,243,573,0,0,0,0,1262,832,1882,1328
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Ifugao,7338,27,85,64,121,0,0,0,0,291,218,445,295
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Kalinga,14475,119,414,61,420,0,0,0,0,514,585,683,528
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Mountain Province,10232,16,188,21,237,0,0,0,0,418,290,476,311
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Baguio,8443,58,173,68,272,0,0,0,0,606,633,355,194
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Region 1,119510,1612,4655,1194,4292,229,158,373,333,4687,3594,343,246
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Ilocos Norte,17009,183,291,102,241,0,0,0,0,376,376,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Ilocos Sur,42756,308,1119,156,645,0,0,0,0,1964,1208,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,La Union,38501,266,726,258,965,229,158,373,333,544,456,343,246
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Pangasinan,17255,829,2426,655,2326,0,0,0,0,1782,1505,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Dagupan,3989,26,93,23,115,0,0,0,0,21,49,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Region 2,199427,4715,11052,3177,10767,9775,8555,11320,10079,6511,5153,2159,1335
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Batanes,1396,14,37,51,82,41,17,77,63,74,41,27,13
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Cagayan,61780,2486,4626,1563,4829,3047,2847,4134,3651,2787,2522,876,597
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Isabela,99947,1818,5339,1274,4944,5299,4440,5680,5120,2958,2111,1021,536
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Nueva Vizcaya,16807,168,375,134,336,553,393,554,361,363,186,90,60
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Quirino,11467,110,342,74,225,301,310,359,333,158,139,66,52
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Santiago,8030,119,333,81,351,534,548,516,551,171,154,79,77
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Region 3,561089,12205,23925,5850,18460,16020,12595,13385,11604,14505,11294,7098,5130
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Aurora,8057,189,394,297,534,958,621,946,796,561,414,469,269
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Bataan,41525,773,1276,124,637,855,624,870,649,1029,745,173,116
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Bulacan,174004,4149,7388,2465,6608,6842,5164,5202,4526,5901,4754,3059,2258
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Nueva Ecija,102602,2907,6761,1005,4921,2505,2240,1904,1909,2226,1719,1532,1037
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Pampanga,83839,997,2783,381,1980,2824,2354,2377,1956,1850,1375,739,589
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Tarlac,82870,1739,2685,933,1885,232,216,355,383,1371,1172,496,421
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Zambales,45910,1028,1869,486,1359,1125,855,1121,922,1049,780,442,318
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Angeles,12927,315,613,111,431,502,403,457,356,387,244,144,99
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Olongapo,9355,108,156,48,105,177,118,153,107,131,91,44,23
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Region 4A,148029,2014,7102,2903,5183,2910,5963,5512,5124,13566,11405,7153,13599
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Batangas,52518,677,2003,71,56,1081,1705,2789,194,5430,5673,1607,4490
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Cavite,39924,630,1386,497,3027,554,2360,1222,1548,4647,3408,3029,5723
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Laguna,17823,318,1565,677,1453,75,412,642,865,539,1114,662,2329
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Quezon,12927,297,805,651,3,534,365,385,612,1417,588,1249,479
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Rizal,18859,53,1067,959,465,603,848,260,1198,904,457,106,88
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Lucena,5978,39,276,48,179,63,273,214,707,629,165,500,490
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Region 4B,32305,858,2122,831,2266,862,630,1226,880,1928,1294,1158,681
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Marinduque,2605,9,51,28,89,1,0,1,0,68,57,53,41
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Occidental Mindoro,4973,178,540,102,415,246,163,252,162,112,83,110,59
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Oriental Mindoro,12196,256,657,331,768,221,191,354,287,521,428,346,250
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Palawan,5898,199,434,128,410,335,225,389,298,260,193,498,256
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Romblon,3652,172,271,143,387,59,51,230,133,572,309,40,17
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Puerto Princesa,2981,44,169,99,197,0,0,0,0,395,224,111,58
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Region 5,140763,2371,7642,2378,6529,9136,6554,9033,6653,7333,4821,2333,1447
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Albay,27484,375,1524,232,1057,2201,1511,1700,1307,1276,955,514,343
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Camarines Norte,8064,432,377,137,278,724,486,608,406,384,244,155,84
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Camarines Sur,49077,439,2271,601,1853,3645,2787,3366,2664,2214,1489,806,469
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Catanduanes,14158,127,688,243,907,707,552,587,434,866,566,492,380
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Masbate,11851,699,1400,842,1348,908,605,1997,1279,822,444,217,98
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Sorsogon,28629,264,1293,288,996,804,522,636,465,1656,1054,118,64
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Naga,1500,35,89,35,90,147,91,139,98,115,69,31,9
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Region 6,263410,2074,5848,1520,6084,3858,3068,3116,2950,3008,2230,1148,682
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Aklan,12964,60,298,56,310,455,313,314,252,140,89,77,45
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Antique,23751,385,970,207,862,451,351,598,482,268,187,97,102
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Capiz,46074,248,1337,296,1252,2000,1566,1201,1298,720,471,583,228
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Guimaras,80293,71,654,92,634,335,300,382,340,567,382,265,222
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Iloilo,80293,1156,2206,734,2635,11,23,117,125,945,779,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Iloilo,20035,154,383,135,391,606,515,504,453,368,322,126,85
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Region 7,115421,2574,5751,3579,7380,8055,5588,8971,6404,5630,4015,4173,2666
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Bohol,30092,826,1658,1153,2159,2504,1654,3356,2353,1739,1163,946,505
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Cebu,55797,1365,3124,1995,4238,3714,2498,3779,2649,2976,2220,2502,1645
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Cebu,11959,162,472,225,563,1140,793,1191,802,639,420,509,314
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Lapu-Lapu,10939,142,419,162,356,601,577,555,544,206,162,141,147
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Mandaue,6634,79,78,44,64,96,66,90,56,70,50,75,55
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Region 8,127544,1574,4064,3067,4427,989,697,2183,1499,3366,2401,331,366
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Biliran,5201,124,304,348,387,527,285,542,271,442,180,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Eastern Samar,18676,82,253,388,663,0,0,0,0,511,311,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Leyte,28132,406,1031,653,817,462,412,1641,1228,620,554,331,366
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Northern Samar,10595,239,492,294,425,0,0,0,0,563,314,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Southern Leyte,30504,130,474,254,578,0,0,0,0,652,559,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Samar,15360,411,874,461,650,0,0,0,0,310,209,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Ormoc City,7980,55,199,120,277,0,0,0,0,231,248,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Tacloban,11096,127,437,549,630,0,0,0,0,37,26,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Region 9,71666,1262,4221,861,2941,3143,2768,3806,3396,1436,1020,637,455
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Zamboanga del Norte,23152,432,1194,261,792,1579,1519,1833,1820,484,331,212,130
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Zamboanga del Sur,18707,344,1140,294,891,772,599,837,635,337,239,170,90
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Zamboanga Sibugay,18908,352,1347,240,930,623,531,787,686,350,268,201,198
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Isabela,2817,25,162,14,90,100,74,124,80,73,57,45,31
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Zamboanga,8082,109,378,52,238,69,45,225,175,192,125,9,6
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Region 10,80385,2236,4623,1582,4197,3512,3046,3242,2926,3707,2353,1036,719
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Bukidnon,22038,387,918,409,1225,1356,1321,1264,1363,1005,655,327,286
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Camiguin,1616,0,0,10,60,0,0,0,0,0,0,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Lanao del Norte,11024,167,469,188,341,652,455,653,442,485,274,142,70
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Misamis Occidental,13495,91,367,109,318,225,172,203,152,365,186,32,16
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Misamis Oriental,13444,763,1448,322,898,828,665,688,518,684,400,241,106
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Cagayan De Oro,11304,422,653,283,706,0,0,0,0,674,433,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Iligan,7464,406,768,261,649,451,433,434,451,494,405,294,241
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Region 11,147507,2275,6596,2829,7561,14687,11183,13677,10579,9657,7081,985,676
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Davao de Oro,25958,263,820,271,883,1619,1209,1702,1346,831,730,761,531
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Davao del Norte,36708,369,1513,555,1784,3066,2442,3443,2674,3252,2424,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Davao Oriental,18851,482,1250,633,1520,2525,1907,2548,2218,221,162,224,145
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Davao del Sur,17634,277,908,341,981,2293,1589,1968,1350,1337,918,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Davao Occidental,6248,126,353,132,313,396,392,273,285,369,244,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Davao,42108,758,1752,897,2080,4788,3644,3743,2706,3647,2603,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Region 12,91453,582,2958,428,2784,271,192,492,334,1987,1359,1857,1313
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Cotabato,27314,161,659,107,734,0,0,0,0,511,357,511,357
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Sarangani,14579,100,755,72,593,271,192,492,334,481,302,217,152
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,South Cotabato,14402,92,473,72,429,0,0,0,0,317,164,315,162
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Sultan Kudarat,31566,221,1031,165,994,0,0,0,0,538,460,537,461
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of General Santos,3592,8,40,12,34,0,0,0,0,140,76,277,181
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Caraga,78400,1177,3541,1423,3624,4267,3239,4467,3256,3089,2140,1483,966
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Agusan del Norte,15728,276,867,332,941,1234,940,1315,993,825,606,494,298
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Agusan del Sur,14643,265,895,233,758,561,494,486,427,318,249,174,145
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Surigao del Norte,17680,194,592,289,646,891,681,1046,708,649,363,285,150
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Surigao del Sur,19217,319,798,373,843,1037,765,1064,746,775,579,365,275
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Dinagat Islands,3520,58,109,90,143,269,177,242,164,140,77,75,39
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Butuan,7612,65,280,106,293,275,182,314,218,382,266,90,59
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,BARMM,53398,913,3049,70,440,1707,1421,1639,1221,1933,1440,1293,915
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Basilan,3509,43,97,0,0,60,29,82,56,42,23,42,22
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Lanao del Sur,22742,458,1051,10,81,846,657,895,620,729,617,760,550
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Maguindanao del Norte,6674,76,276,2,65,0,0,0,0,200,175,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Maguindanao del Sur,8054,115,364,23,90,0,0,0,0,187,147,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Sulu,1115,25,166,0,1,0,0,0,0,114,47,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Tawi-Tawi,964,43,532,3,41,194,229,162,137,63,38,26,12
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Special Geographic Area (SGA),3416,71,212,0,0,99,96,76,78,128,84,101,66
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Cotabato,6924,82,351,32,162,508,410,424,330,470,309,364,265
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,NIR,93548,772,2007,1402,4710,604,428,0,0,2537,2079,612,385
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Negros Occidental,67409,210,660,778,3123,0,0,0,0,1342,1276,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Negros Oriental,17120,393,948,403,1032,604,428,0,0,660,480,612,385
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,Siquijor,4275,106,241,129,298,0,0,0,0,206,133,0,0
2nd Quarter 2025,NCD2024-Q2,C:\DATABASES\NCD2024-Q2\NCD\1d. Risk Factors SC.xlsx,City of Bacolod,4744,63,158,92,257,0,0,0,0,329,190,0,0
3rd Quarter 2025,NCD2024-Q3,C:\DATABASES\NCD2024-Q3\NCD\1d. Risk Factors SC.xlsx,NCR,1,0,0,0,0,0,0,0,0,0,0,0,0
